Season,Team,Conf,Class,Pos,G,Receiving Rec,Receiving Yds,Receiving Y/R,Receiving TD,Receiving Y/G,Rushing Att,Rushing Yds,Rushing Y/A,Rushing TD,Rushing Y/G,Scrimmage Plays,Scrimmage Yds,Scrimmage Avg,Scrimmage TD,Awards,Player,Tackles Solo,Tackles Ast,Tackles Comb,Tackles TFL,Tackles Sk,Def Interceptions Int,Def Interceptions Yds,Def Interceptions Avg,Def Interceptions IntTD,Def Interceptions PD,Fumbles FR,Fumbles Yds,Fumbles FRTD,Fumbles FF
2015,Maryland,Big Ten,FR,WR,12,25,357,14.3,3,29.8,1,9,9.0,0,0.8,26,366,14.1,3,,D.J. Moore,,,,,,,,,,,,,,
2016*,Maryland,Big Ten,SO,WR,13,41,637,15.5,6,49.0,11,55,5.0,0,4.2,52,692,13.3,6,,D.J. Moore,,,,,,,,,,,,,,
2017,Maryland,Big Ten,JR,WR,12,80,1033,12.9,8,86.1,5,61,12.2,1,5.1,85,1094,12.9,9,,D.J. Moore,,,,,,,,,,,,,,
2015*,Alabama,SEC,FR,WR,15,89,1045,11.7,7,69.7,1,2,2.0,0,0.1,90,1047,11.6,7,,Calvin Ridley,,,,,,,,,,,,,,
2016*,Alabama,SEC,SO,WR,15,72,769,10.7,7,51.3,5,21,4.2,1,1.4,77,790,10.3,8,,Calvin Ridley,,,,,,,,,,,,,,
2017*,Alabama,SEC,JR,WR,14,63,967,15.3,5,69.1,2,17,8.5,0,1.2,65,984,15.1,5,,Calvin Ridley,,,,,,,,,,,,,,
2014*,Washington,Pac-12,FR,WR,13,17,259,15.2,1,19.9,0,0,,0,0.0,17,259,15.2,1,,Dante Pettis,,,,,,,,,,,,,,
2015*,Washington,Pac-12,SO,WR,13,30,414,13.8,1,31.8,1,-8,-8.0,0,-0.6,31,406,13.1,1,,Dante Pettis,,,,,,,,,,,,,,
2016*,Washington,Pac-12,JR,WR,14,53,822,15.5,15,58.7,0,0,,0,0.0,53,822,15.5,15,,Dante Pettis,,,,,,,,,,,,,,
2017*,Washington,Pac-12,SR,WR,13,63,761,12.1,7,58.5,3,50,16.7,0,3.8,66,811,12.3,7,AA,Dante Pettis,,,,,,,,,,,,,,
2015*,Iowa,Big Ten,FR,WR,14,,,,,,,,,,,,,,,,Josh Jackson,8,0,8,0,0.0,0,0,,0,2,0,0,0,0
2016*,Iowa,Big Ten,SO,DB,12,,,,,,,,,,,,,,,,Josh Jackson,10,0,10,1,0.0,0,0,,0,4,0,0,0,0
2017*,Iowa,Big Ten,JR,DB,13,,,,,,,,,,,,,,,AA,Josh Jackson,34,14,48,1,0.0,8,168,21.0,2,18,0,0,0,1
2015*,Texas A&M,SEC,FR,WR,13,80,1009,12.6,7,77.6,11,54,4.9,0,4.2,91,1063,11.7,7,,Christian Kirk,,,,,,,,,,,,,,
2016*,Texas A&M,SEC,SO,WR,13,83,928,11.2,9,71.4,8,35,4.4,0,2.7,91,963,10.6,9,,Christian Kirk,,,,,,,,,,,,,,
2017*,Texas A&M,SEC,JR,WR,13,71,919,12.9,10,70.7,4,31,7.8,0,2.4,75,950,12.7,10,,Christian Kirk,,,,,,,,,,,,,,
2015*,Memphis,American,SO,WR,12,47,694,14.8,5,57.8,9,54,6.0,2,4.5,56,748,13.4,7,,Anthony Miller,,,,,,,,,,,,,,
2016*,Memphis,American,JR,WR,13,95,1434,15.1,14,110.3,12,69,5.8,1,5.3,107,1503,14.0,15,,Anthony Miller,,,,,,,,,,,,,,
2017*,Memphis,American,SR,WR,13,96,1462,15.2,18,112.5,10,25,2.5,0,1.9,106,1487,14.0,18,AA,Anthony Miller,,,,,,,,,,,,,,
2015,Colorado,Pac-12,FR,WR,13,,,,,,,,,,,,,,,,Isaiah Oliver,19,3,22,0,0.0,0,0,,0,6,0,0,0,0
2016*,Colorado,Pac-12,SO,DB,14,,,,,,,,,,,,,,,,Isaiah Oliver,22,12,34,0,0.0,1,0,0.0,0,7,0,0,0,1
2017,Colorado,Pac-12,JR,DB,10,,,,,,,,,,,,,,,,Isaiah Oliver,19,7,26,0,0.0,2,41,20.5,0,13,0,0,0,0
2014*,Oklahoma State,Big 12,FR,WR,13,28,456,16.3,6,35.1,1,20,20.0,0,1.5,29,476,16.4,6,,James Washington,,,,,,,,,,,,,,
2015*,Oklahoma State,Big 12,SO,WR,13,53,1087,20.5,10,83.6,1,10,10.0,0,0.8,54,1097,20.3,10,,James Washington,,,,,,,,,,,,,,
2016*,Oklahoma State,Big 12,JR,WR,13,71,1380,19.4,10,106.2,4,28,7.0,0,2.2,75,1408,18.8,10,,James Washington,,,,,,,,,,,,,,
2017*,Oklahoma State,Big 12,SR,WR,13,74,1549,20.9,13,119.2,3,12,4.0,1,0.9,77,1561,20.3,14,AA,James Washington,,,,,,,,,,,,,,
2016*,Colorado State,MWC,JR,WR,13,76,1272,16.7,14,97.8,4,15,3.8,0,1.2,80,1287,16.1,14,,Michael Gallup,,,,,,,,,,,,,,
2017*,Colorado State,MWC,SR,WR,13,100,1413,14.1,7,108.7,0,0,,0,0.0,100,1413,14.1,7,AA,Michael Gallup,,,,,,,,,,,,,,
2015,UCF,American,FR,WR,12,52,724,13.9,4,60.3,0,0,,0,0.0,52,724,13.9,4,,Tre'Quan Smith,,,,,,,,,,,,,,
2016*,UCF,American,SO,WR,13,57,853,15.0,5,65.6,0,0,,0,0.0,57,853,15.0,5,,Tre'Quan Smith,,,,,,,,,,,,,,
2017*,UCF,American,JR,WR,13,59,1171,19.8,13,90.1,5,23,4.6,1,1.8,64,1194,18.7,14,,Tre'Quan Smith,,,,,,,,,,,,,,
2014*,UCF,American,FR,WR,13,12,135,11.3,0,10.4,0,0,,0,0.0,12,135,11.3,0,,Jordan Akins,,,,,,,,,,,,,,
2015,UCF,American,SO,WR,3,14,152,10.9,2,50.7,0,0,,0,0.0,14,152,10.9,2,,Jordan Akins,,,,,,,,,,,,,,
2016*,UCF,American,SO,TE,13,23,347,15.1,2,26.7,0,0,,0,0.0,23,347,15.1,2,,Jordan Akins,,,,,,,,,,,,,,
2017*,UCF,American,SR,TE,12,32,515,16.1,4,42.9,0,0,,0,0.0,32,515,16.1,4,,Jordan Akins,,,,,,,,,,,,,,
2015*,Texas Tech,Big 12,FR,WR,13,11,105,9.5,0,8.1,0,0,,0,0.0,11,105,9.5,0,,Keke Coutee,,,,,,,,,,,,,,
2016,Texas Tech,Big 12,SO,WR,12,55,890,16.2,7,74.2,3,2,0.7,1,0.2,58,892,15.4,8,,Keke Coutee,,,,,,,,,,,,,,
2017*,Texas Tech,Big 12,JR,WR,13,93,1429,15.4,10,109.9,5,15,3.0,0,1.2,98,1444,14.7,10,,Keke Coutee,,,,,,,,,,,,,,
2015*,North Carolina State,ACC,FR,WR,13,20,256,12.8,1,19.7,48,243,5.1,1,18.7,68,499,7.3,2,,Nyheim Hines,,,,,,,,,,,,,,
2016*,North Carolina State,ACC,SO,RB,12,43,525,12.2,0,43.8,13,44,3.4,0,3.7,56,569,10.2,0,,Nyheim Hines,,,,,,,,,,,,,,
2017*,North Carolina State,ACC,JR,RB,13,26,152,5.8,0,11.7,197,1112,5.6,12,85.5,223,1264,5.7,12,,Nyheim Hines,,,,,,,,,,,,,,
2015*,Florida,SEC,FR,WR,14,35,678,19.4,4,48.4,3,19,6.3,0,1.4,38,697,18.3,4,,Antonio Callaway,,,,,,,,,,,,,,
2016*,Florida,SEC,SO,WR,12,54,721,13.4,3,60.1,5,32,6.4,1,2.7,59,753,12.8,4,,Antonio Callaway,,,,,,,,,,,,,,
2014*,Penn State,Big Ten,FR,WR,13,82,899,11.0,2,69.2,8,32,4.0,0,2.5,90,931,10.3,2,,DaeSean Hamilton,,,,,,,,,,,,,,
2015*,Penn State,Big Ten,SO,WR,13,45,580,12.9,6,44.6,0,0,,0,0.0,45,580,12.9,6,,DaeSean Hamilton,,,,,,,,,,,,,,
2016*,Penn State,Big Ten,JR,WR,14,34,506,14.9,1,36.1,1,-12,-12.0,0,-0.9,35,494,14.1,1,,DaeSean Hamilton,,,,,,,,,,,,,,
2017*,Penn State,Big Ten,SR,WR,13,53,857,16.2,9,65.9,1,2,2.0,0,0.2,54,859,15.9,9,,DaeSean Hamilton,,,,,,,,,,,,,,
2016,New Mexico State,Sun Belt,JR,WR,12,23,283,12.3,5,23.6,0,0,,0,0.0,23,283,12.3,5,,Jaleel Scott,,,,,,,,,,,,,,
2017*,New Mexico State,Sun Belt,SR,WR,13,76,1079,14.2,9,83.0,0,0,,0,0.0,76,1079,14.2,9,,Jaleel Scott,,,,,,,,,,,,,,
2014*,Missouri,SEC,FR,WR,12,2,33,16.5,0,2.8,0,0,,0,0.0,2,33,16.5,0,,J'Mon Moore,,,,,,,,,,,,,,
2015,Missouri,SEC,SO,WR,12,29,350,12.1,3,29.2,0,0,,0,0.0,29,350,12.1,3,,J'Mon Moore,,,,,,,,,,,,,,
2016,Missouri,SEC,JR,WR,12,62,1012,16.3,8,84.3,0,0,,1,0.0,62,1012,16.3,9,,J'Mon Moore,,,,,,,,,,,,,,
2017*,Missouri,SEC,SR,WR,13,65,1082,16.6,10,83.2,0,0,,0,0.0,65,1082,16.6,10,,J'Mon Moore,,,,,,,,,,,,,,
2015*,UCLA,Pac-12,FR,WR,9,3,17,5.7,0,1.9,0,0,,0,0.0,3,17,5.7,0,,Jordan Lasley,,,,,,,,,,,,,,
2016,UCLA,Pac-12,SO,WR,11,41,620,15.1,5,56.4,0,0,,0,0.0,41,620,15.1,5,,Jordan Lasley,,,,,,,,,,,,,,
2017*,UCLA,Pac-12,JR,WR,9,69,1264,18.3,9,140.4,4,-6,-1.5,0,-0.7,73,1258,17.2,9,,Jordan Lasley,,,,,,,,,,,,,,
2014*,Wisconsin,Big Ten,FR,WR,12,,,,,,,,,,,,,,,,Natrell Jamerson,3,1,4,0,0.0,0,0,,0,0,0,0,0,0
2015*,Wisconsin,Big Ten,SO,CB,13,,,,,,,,,,,,,,,,Natrell Jamerson,10,4,14,1,0.0,0,0,,0,0,0,0,0,0
2016*,Wisconsin,Big Ten,JR,CB,8,,,,,,,,,,,,,,,,Natrell Jamerson,16,3,19,1,0.0,0,0,,0,4,0,0,0,0
2017*,Wisconsin,Big Ten,SR,S,14,,,,,,,,,,,,,,,,Natrell Jamerson,32,19,51,4,1.5,2,40,20.0,1,10,0,0,0,0
2014*,Western Michigan,MAC,FR,WR,12,,,,,,,,,,,,,,,,Darius Phillips,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
2015*,Western Michigan,MAC,SO,CB,13,,,,,,,,,,,,,,,,Darius Phillips,36,12,48,5,0.0,5,50,10.0,1,16,1,1,0,2
2016*,Western Michigan,MAC,JR,CB,14,,,,,,,,,,,,,,,,Darius Phillips,26,14,40,4,1.0,4,263,65.8,3,9,1,9,0,0
2017,Western Michigan,MAC,SR,CB,12,,,,,,,,,,,,,,,,Darius Phillips,28,12,40,5,1.0,3,63,21.0,1,10,1,67,1,2
2013,North Carolina State,ACC,FR,WR,7,22,281,12.8,0,40.1,0,0,,0,0.0,22,281,12.8,0,,Marquez Valdes-Scantling,,,,,,,,,,,,,,
2014*,North Carolina State,ACC,SO,WR,13,22,257,11.7,1,19.8,0,0,,0,0.0,22,257,11.7,1,,Marquez Valdes-Scantling,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Marquez Valdes-Scantling,,,,,,,,,,,,,,
2016*,South Florida,American,JR,WR,13,22,415,18.9,5,31.9,2,4,2.0,0,0.3,24,419,17.5,5,,Marquez Valdes-Scantling,,,,,,,,,,,,,,
2017*,South Florida,American,SR,WR,12,53,879,16.6,6,73.3,8,108,13.5,1,9.0,61,987,16.2,7,,Marquez Valdes-Scantling,,,,,,,,,,,,,,
2015*,Texas A&M,SEC,SO,WR,12,15,200,13.3,2,16.7,0,0,,0,0.0,15,200,13.3,2,,Damion Ratley,,,,,,,,,,,,,,
2016*,Texas A&M,SEC,JR,WR,11,2,26,13.0,0,2.4,0,0,,0,0.0,2,26,13.0,0,,Damion Ratley,,,,,,,,,,,,,,
2017*,Texas A&M,SEC,SR,WR,13,30,694,23.1,6,53.4,0,0,,0,0.0,30,694,23.1,6,,Damion Ratley,,,,,,,,,,,,,,
2015*,Clemson,ACC,FR,WR,13,34,582,17.1,5,44.8,1,-5,-5.0,0,-0.4,35,577,16.5,5,,Deon Cain,,,,,,,,,,,,,,
2016*,Clemson,ACC,SO,WR,15,38,724,19.1,9,48.3,0,0,,0,0.0,38,724,19.1,9,,Deon Cain,,,,,,,,,,,,,,
2017*,Clemson,ACC,JR,WR,14,58,734,12.7,6,52.4,0,0,,0,0.0,58,734,12.7,6,,Deon Cain,,,,,,,,,,,,,,
2015*,Clemson,ACC,FR,WR,12,29,251,8.7,1,20.9,7,48,6.9,0,4.0,36,299,8.3,1,,Ray-Ray McCloud,,,,,,,,,,,,,,
2016*,Clemson,ACC,SO,WR,14,49,472,9.6,2,33.7,5,28,5.6,0,2.0,54,500,9.3,2,,Ray-Ray McCloud,,,,,,,,,,,,,,
2017*,Clemson,ACC,JR,WR,14,49,503,10.3,1,35.9,6,30,5.0,0,2.1,55,533,9.7,1,,Ray-Ray McCloud,,,,,,,,,,,,,,
2013*,Texas Tech,Big 12,,WR,6,9,70,7.8,1,11.7,0,0,,0,0.0,9,70,7.8,1,,Dylan Cantrell,,,,,,,,,,,,,,
2014,Texas Tech,Big 12,SO,WR,12,20,312,15.6,2,26.0,0,0,,0,0.0,20,312,15.6,2,,Dylan Cantrell,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Dylan Cantrell,,,,,,,,,,,,,,
2016,Texas Tech,Big 12,JR,WR,10,58,675,11.6,8,67.5,0,0,,0,0.0,58,675,11.6,8,,Dylan Cantrell,,,,,,,,,,,,,,
2017*,Texas Tech,Big 12,SR,WR,13,71,816,11.5,7,62.8,1,3,3.0,1,0.2,72,819,11.4,8,,Dylan Cantrell,,,,,,,,,,,,,,
2015*,Notre Dame,Ind,FR,WR,7,1,8,8.0,0,1.1,0,0,,0,0.0,1,8,8.0,0,,Equanimeous St. Brown,,,,,,,,,,,,,,
2016,Notre Dame,Ind,SO,WR,12,58,961,16.6,9,80.1,0,0,,0,0.0,58,961,16.6,9,,Equanimeous St. Brown,,,,,,,,,,,,,,
2017*,Notre Dame,Ind,JR,WR,13,33,515,15.6,4,39.6,0,0,,0,0.0,33,515,15.6,4,,Equanimeous St. Brown,,,,,,,,,,,,,,
2014*,Miami (FL),ACC,FR,WR,12,21,232,11.0,3,19.3,0,0,,0,0.0,21,232,11.0,3,,Braxton Berrios,,,,,,,,,,,,,,
2015*,Miami (FL),ACC,SO,WR,11,12,86,7.2,0,7.8,4,72,18.0,0,6.5,16,158,9.9,0,,Braxton Berrios,,,,,,,,,,,,,,
2016*,Miami (FL),ACC,JR,WR,13,12,178,14.8,2,13.7,0,0,,0,0.0,12,178,14.8,2,,Braxton Berrios,,,,,,,,,,,,,,
2017*,Miami (FL),ACC,SR,WR,13,55,679,12.3,9,52.2,0,0,,0,0.0,55,679,12.3,9,,Braxton Berrios,,,,,,,,,,,,,,
2016*,Georgia,SEC,JR,WR,12,17,190,11.2,1,15.8,0,0,,0,0.0,17,190,11.2,1,,Javon Wims,,,,,,,,,,,,,,
2017*,Georgia,SEC,SR,WR,15,45,720,16.0,7,48.0,0,0,,0,0.0,45,720,16.0,7,,Javon Wims,,,,,,,,,,,,,,
2013*,Oklahoma State,Big 12,FR,WR,10,22,276,12.5,0,27.6,0,0,,0,0.0,22,276,12.5,0,,Marcell Ateman,,,,,,,,,,,,,,
2014*,Oklahoma State,Big 12,SO,WR,12,20,268,13.4,0,22.3,0,0,,0,0.0,20,268,13.4,0,,Marcell Ateman,,,,,,,,,,,,,,
2015*,Oklahoma State,Big 12,JR,WR,13,45,766,17.0,5,58.9,1,1,1.0,0,0.1,46,767,16.7,5,,Marcell Ateman,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Marcell Ateman,,,,,,,,,,,,,,
2017*,Oklahoma State,Big 12,SR,WR,13,59,1156,19.6,8,88.9,0,0,,0,0.0,59,1156,19.6,8,,Marcell Ateman,,,,,,,,,,,,,,
2015*,Middle Tennessee State,CUSA,FR,WR,13,108,1346,12.5,8,103.5,12,146,12.2,1,11.2,120,1492,12.4,9,,Richie James,,,,,,,,,,,,,,
2016*,Middle Tennessee State,CUSA,SO,WR,13,105,1625,15.5,12,125.0,38,339,8.9,4,26.1,143,1964,13.7,16,,Richie James,,,,,,,,,,,,,,
2017*,Middle Tennessee State,CUSA,JR,WR,5,31,290,9.4,3,58.0,10,57,5.7,0,11.4,41,347,8.5,3,,Richie James,,,,,,,,,,,,,,
2015*,Florida State,ACC,FR,WR,6,0,0,,0,0.0,0,0,,0,0.0,0,0,,0,,Auden Tate,,,,,,,,,,,,,,
2016*,Florida State,ACC,SO,WR,12,25,409,16.4,6,34.1,0,0,,0,0.0,25,409,16.4,6,,Auden Tate,,,,,,,,,,,,,,
2017*,Florida State,ACC,JR,WR,12,40,548,13.7,10,45.7,0,0,,0,0.0,40,548,13.7,10,,Auden Tate,,,,,,,,,,,,,,
2014*,North Carolina,ACC,FR,WR,12,15,106,7.1,0,8.8,1,0,0.0,0,0.0,16,106,6.6,0,,Austin Proehl,,,,,,,,,,,,,,
2015*,North Carolina,ACC,SO,WR,12,12,225,18.8,1,18.8,1,4,4.0,0,0.3,13,229,17.6,1,,Austin Proehl,,,,,,,,,,,,,,
2016*,North Carolina,ACC,JR,WR,13,43,597,13.9,3,45.9,0,0,,0,0.0,43,597,13.9,3,,Austin Proehl,,,,,,,,,,,,,,
2017,North Carolina,ACC,SR,WR,6,21,337,16.0,1,56.2,0,0,,0,0.0,21,337,16.0,1,,Austin Proehl,,,,,,,,,,,,,,
2014*,LSU,SEC,FR,WR,13,17,193,11.4,0,14.8,2,11,5.5,0,0.8,19,204,10.7,0,,Trey Quinn,,,,,,,,,,,,,,
2015*,LSU,SEC,SO,WR,12,5,83,16.6,0,6.9,0,0,,0,0.0,5,83,16.6,0,,Trey Quinn,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Trey Quinn,,,,,,,,,,,,,,
2017*,SMU,American,JR,WR,13,114,1236,10.8,13,95.1,1,0,0.0,0,0.0,115,1236,10.7,13,,Trey Quinn,,,,,,,,,,,,,,
